id,repo,commit,source,target,file path,lines,flag,source APIs,target APIs,source program elements,target program elements,cardinality,properties,comments,commit URL,migration id,file id,candidate source lines,candidate target lines
S19,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/client/__init_.py,116:116,,__init__,__init__,function call,function call,one-to-one,no properties,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__fedora/client/__init_.py,"31,403,702,741","31,403,702,741"
S20,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/client/fas2.py,31:31,,Bunch,Munch,import,import,one-to-one,full statement replacement,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__fedora/client/fas2.py,"31,403,702,741","31,403,702,741"
S21,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/client/fas2.py,403:403,,Bunch,Munch,function call,function call,one-to-one,no properties,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__fedora/client/fas2.py,,
S22,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/client/fas2.py,702:702,,Bunch,Munch,function call,function call,one-to-one,no properties,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__fedora/client/fas2.py,,
S23,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/client/fas2.py,741:741,,Bunch,Munch,function call,function call,one-to-one,no properties,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__fedora/client/fas2.py,,
S24,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/tg2/utils.py,39:39,,Bunch,Munch,import,import,one-to-one,full statement replacement,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__fedora/tg2/utils.py,"39,177","39,177"
S25,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/tg2/utils.py,160:160,,Bunch,Munch,import,import,one-to-one,full statement replacement,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__fedora/tg2/utils.py,,
S26,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/tg2/utils.py,162:162,,Bunch,Munch,function call,function call,one-to-one,no properties,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__fedora/tg2/utils.py,,
S27,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/tg2/utils.py,177:177,,Bunch,Munch,function call,function call,one-to-one,no properties,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__fedora/tg2/utils.py,,
S28,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/wsgi/csrf.py,34:34,,Bunch,Munch,import,import,one-to-one,full statement replacement,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__fedora/wsgi/csrf.py,"34,150","34,150"
S29,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/wsgi/csrf.py,150:150,,Bunch,Munch,function call,function call,one-to-one,no properties,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__fedora/wsgi/csrf.py,,
S30,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/wsgi/faswho/faswhoplugin.py,40:40,,Bunch,Munch,import,import,one-to-one,full statement replacement,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__fedora/wsgi/faswho/faswhoplugin.py,"40,231,397","40,231,397"
S31,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/wsgi/faswho/faswhoplugin.py,231:231,,Bunch,Munch,function call,function call,one-to-one,no properties,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__fedora/wsgi/faswho/faswhoplugin.py,,
S32,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,fedora/wsgi/faswho/faswhoplugin.py,397:397,,Bunch,Munch,function call,function call,one-to-one,no properties,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__fedora/wsgi/faswho/faswhoplugin.py,,
S33,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,flask_fas_openid.py,31:31,,Bunch,Munch,import,import,one-to-one,full statement replacement,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__flask_fas_openid.py,"31,179-180","31,179-180"
S34,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,flask_fas_openid.py,179:179,,fromDict,fromDict,function call,function call,one-to-one,no properties,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__flask_fas_openid.py,,
S35,fedora-infra/python-fedora,aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch,munch,flask_fas_openid.py,180:180,,fromDict,fromDict,function call,function call,one-to-one,no properties,,https://github.com/fedora-infra/python-fedora//commit/aca2a20a5c1a889eed655f36ef1bf28dd32c3145,bunch__munch__fedora-infra/python-fedora__aca2a20a,bunch__munch__fedora-infra/python-fedora__aca2a20a__flask_fas_openid.py,,
S36,1and1/confluencer,df895ac8e75c13e32e2369bc4d9c88aa036ab9d4,bunch,munch,src/confluencer/__main__.py,24:24,,Bunch,Munch,import,import,one-to-one,full statement replacement,it's interesting how they avoided other api replacements by naming it Bunch,https://github.com/1and1/confluencer//commit/df895ac8e75c13e32e2369bc4d9c88aa036ab9d4,bunch__munch__1and1/confluencer__df895ac8,bunch__munch__1and1/confluencer__df895ac8__src/confluencer/__main__.py,24,24
S37,1and1/confluencer,df895ac8e75c13e32e2369bc4d9c88aa036ab9d4,bunch,munch,src/confluencer/commands/stats.py,23:23,,Bunch,Munch,import,import,one-to-one,full statement replacement,,https://github.com/1and1/confluencer//commit/df895ac8e75c13e32e2369bc4d9c88aa036ab9d4,bunch__munch__1and1/confluencer__df895ac8,bunch__munch__1and1/confluencer__df895ac8__src/confluencer/commands/stats.py,23,23
S38,1and1/confluencer,df895ac8e75c13e32e2369bc4d9c88aa036ab9d4,bunch,munch,src/confluencer/tools/content.py,29:29,,Bunch,Munch,import,import,one-to-one,full statement replacement,,https://github.com/1and1/confluencer//commit/df895ac8e75c13e32e2369bc4d9c88aa036ab9d4,bunch__munch__1and1/confluencer__df895ac8,bunch__munch__1and1/confluencer__df895ac8__src/confluencer/tools/content.py,29,29
S39,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/main.py,,no code changes,,,,,,,,https://github.com/itzkvn/python-http-monitoring//commit/790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830__app/main.py,"4,33,36-38,40,44-46",
S40,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/settings.py,,no code changes,,,,,,,,https://github.com/itzkvn/python-http-monitoring//commit/790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830__app/settings.py,1,
S41,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/targets.py,3:,,asyncio.TimeoutError,,import,no program element,one-to-zero,,,https://github.com/itzkvn/python-http-monitoring//commit/790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830__app/targets.py,,
S42,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/targets.py,10-11:9-10,,ClientSession;ClientConnectorError,httpx;ConnectTimeout;ConnectErrror,import,import,many-to-many,full statement replacement,,https://github.com/itzkvn/python-http-monitoring//commit/790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830__app/targets.py,"10-11,44,57,91","9-10,52,57,60"
S43,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/targets.py,44;53-55:52-55,,ClientSession;get,AsyncClient;get,function call,function call,many-to-many,making await,,https://github.com/itzkvn/python-http-monitoring//commit/790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830__app/targets.py,,
S44,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/targets.py,56:56,,status,status_code,attribute access,attribute access,one-to-one,element name change,,https://github.com/itzkvn/python-http-monitoring//commit/790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830__app/targets.py,,
S45,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/targets.py,57:57,,ClientConnectError,ConnectError,exception,exception,one-to-one,element name change,,https://github.com/itzkvn/python-http-monitoring//commit/790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830__app/targets.py,,
S46,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/targets.py,60:60,,asyncio.TimeoutError,ConnectError,exception,exception,one-to-one,element name change,,https://github.com/itzkvn/python-http-monitoring//commit/790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830,aiohttp__httpx__itzkvn/python-http-monitoring__790a4830__app/targets.py,,
