id,repo,commit,source,target,file path,lines,flag,source APIs,target APIs,source program elements,target program elements,cardinality,properties,comments,commit URL,migration id,file id,candidate source lines,candidate target lines
M24,ctlearn-project/ctlearn,2375af87fa36b7c93c5a3be5cab81784d4a2f64e,configparser,configobj,ctalearn/scripts/run_model.py,2:2-3,,import configparser,from configobj import ConfigObj; from configobj.validate import Validator,import,import,one-to-many,no properties,,https://github.com/ctlearn-project/ctlearn/commit/2375af87fa36b7c93c5a3be5cab81784d4a2f64e,configparser__configobj__ctlearn-project/ctlearn__2375af87,configparser__configobj__ctlearn-project/ctlearn__2375af87__ctalearn/scripts/run_model.py,"2,45,53-56,60,63,65,73-75,78,80-81,87,89-91,93,95,97,99,101,103,105,107,116-117,119-121,123,129,133,138-139,142,148,499-500,502","2-3,48,56-59,61,64,66,73,81,86-87,91,96,98,101,103,107-108,110,116,436-438,443-445,447"
M25,ctlearn-project/ctlearn,2375af87fa36b7c93c5a3be5cab81784d4a2f64e,configparser,configobj,ctalearn/scripts/run_model.py,499-500:437-438,,ConfigParser; read,ConfigObj; ConfigObj,function call,function call,many-to-many,argument deletion; argument transformation; argument addition,transformation of the file path,https://github.com/ctlearn-project/ctlearn/commit/2375af87fa36b7c93c5a3be5cab81784d4a2f64e,configparser__configobj__ctlearn-project/ctlearn__2375af87,configparser__configobj__ctlearn-project/ctlearn__2375af87__ctalearn/scripts/run_model.py,,
M26,dbcli/mycli,b7a0b0f7d05cc90c8e5b20c2203562fdffbd6add,configparser,configobj,mycli/config.py,6:3,,from configparser import ConfigParser,from configobj import ConfigObj,import,import,one-to-one,no properties,,https://github.com/dbcli/mycli/commit/b7a0b0f7d05cc90c8e5b20c2203562fdffbd6add,configparser__configobj__dbcli/mycli__b7a0b0f7,configparser__configobj__dbcli/mycli__b7a0b0f7__mycli/config.py,"6,10,14,18-19","3,6-8,10"
M27,dbcli/mycli,b7a0b0f7d05cc90c8e5b20c2203562fdffbd6add,configparser,configobj,mycli/config.py,"10,14,18:6-8",tangled,,,,,,,,https://github.com/dbcli/mycli/commit/b7a0b0f7d05cc90c8e5b20c2203562fdffbd6add,configparser__configobj__dbcli/mycli__b7a0b0f7,configparser__configobj__dbcli/mycli__b7a0b0f7__mycli/config.py,,
M28,codesy/codesy,b5824f4f99b62978952b489d10d558e681c69497,csv,unicodecsv,codesy/base/admin.py,1:2,,import csv,import unicodecsv as csv,import,import,one-to-one,no properties,,https://github.com/codesy/codesy/commit/b5824f4f99b62978952b489d10d558e681c69497,csv__unicodecsv__codesy/codesy__b5824f4f,csv__unicodecsv__codesy/codesy__b5824f4f__codesy/base/admin.py,"1,19","2,20"
M29,codesy/codesy,b5824f4f99b62978952b489d10d558e681c69497,csv,unicodecsv,codesy/base/admin.py,19:20,,writer,writer,function call,function call,one-to-one,argument addition,,https://github.com/codesy/codesy/commit/b5824f4f99b62978952b489d10d558e681c69497,csv__unicodecsv__codesy/codesy__b5824f4f,csv__unicodecsv__codesy/codesy__b5824f4f__codesy/base/admin.py,,
M30,heroku/salesforce-bulk,2f787fa0535957c3f7f864f3108bd1c2bc8a1271,csv,unicodecsv,salesforce_bulk/csv_adapter.py,1:1,,import csv,import unicodecsv as csv,import,import,one-to-one,no properties,,https://github.com/heroku/salesforce-bulk/commit/2f787fa0535957c3f7f864f3108bd1c2bc8a1271,csv__unicodecsv__heroku/salesforce-bulk__2f787fa0,csv__unicodecsv__heroku/salesforce-bulk__2f787fa0__salesforce_bulk/csv_adapter.py,1,1
M31,mlsecproject/combine,efe20ac0e2cb0717b35ee60ca60ff146c3ddb01a,csv,unicodecsv,baler.py,2:11,,import csv,import unicodecsv,import,import,one-to-one,no properties,,https://github.com/mlsecproject/combine/commit/efe20ac0e2cb0717b35ee60ca60ff146c3ddb01a,csv__unicodecsv__mlsecproject/combine__efe20ac0,csv__unicodecsv__mlsecproject/combine__efe20ac0__baler.py,"2,67,78,89,100","11,67,78,89,100"
M32,mlsecproject/combine,efe20ac0e2cb0717b35ee60ca60ff146c3ddb01a,csv,unicodecsv,baler.py,67:67,,writer,writer,function call,function call,one-to-one,no properties,,https://github.com/mlsecproject/combine/commit/efe20ac0e2cb0717b35ee60ca60ff146c3ddb01a,csv__unicodecsv__mlsecproject/combine__efe20ac0,csv__unicodecsv__mlsecproject/combine__efe20ac0__baler.py,,
M33,mlsecproject/combine,efe20ac0e2cb0717b35ee60ca60ff146c3ddb01a,csv,unicodecsv,baler.py,78:78,,writer,writer,function call,function call,one-to-one,no properties,,https://github.com/mlsecproject/combine/commit/efe20ac0e2cb0717b35ee60ca60ff146c3ddb01a,csv__unicodecsv__mlsecproject/combine__efe20ac0,csv__unicodecsv__mlsecproject/combine__efe20ac0__baler.py,,
M34,mlsecproject/combine,efe20ac0e2cb0717b35ee60ca60ff146c3ddb01a,csv,unicodecsv,baler.py,89:89,,writer,writer,function call,function call,one-to-one,no properties,,https://github.com/mlsecproject/combine/commit/efe20ac0e2cb0717b35ee60ca60ff146c3ddb01a,csv__unicodecsv__mlsecproject/combine__efe20ac0,csv__unicodecsv__mlsecproject/combine__efe20ac0__baler.py,,
M35,mlsecproject/combine,efe20ac0e2cb0717b35ee60ca60ff146c3ddb01a,csv,unicodecsv,baler.py,100:100,,writer,writer,function call,function call,one-to-one,no properties,,https://github.com/mlsecproject/combine/commit/efe20ac0e2cb0717b35ee60ca60ff146c3ddb01a,csv__unicodecsv__mlsecproject/combine__efe20ac0,csv__unicodecsv__mlsecproject/combine__efe20ac0__baler.py,,
M36,blaze/distributed,6dc1f3f202fbef0e530b7e89c300e4f4d59dbc30,dill,cloudpickle,distributed/core.py,10-11:11,,"import dill; from dill import loads, dumps",import pickle,import,import,many-to-one,no properties,,https://github.com/blaze/distributed/commit/6dc1f3f202fbef0e530b7e89c300e4f4d59dbc30,dill__cloudpickle__blaze/distributed__6dc1f3f2,dill__cloudpickle__blaze/distributed__6dc1f3f2__distributed/core.py,"10-11,19","11,21,24"
M37,rapid-design-of-systems-laboratory/beluga,078e3e56fe5b86d9c188aaf249a72296bd6fa753,dill,cloudpickle,beluga/beluga.py,8:8,,import dill,import cloudpickle as pickle,import,import,one-to-one,no properties,,https://github.com/rapid-design-of-systems-laboratory/beluga/commit/078e3e56fe5b86d9c188aaf249a72296bd6fa753,dill__cloudpickle__rapid-design-of-systems-laboratory/beluga__078e3e56,dill__cloudpickle__rapid-design-of-systems-laboratory/beluga__078e3e56__beluga/beluga.py,"8,141-142","8,141"
M38,rapid-design-of-systems-laboratory/beluga,078e3e56fe5b86d9c188aaf249a72296bd6fa753,dill,cloudpickle,beluga/beluga.py,141-142:141,,settings; dump,dump,attribute access; function call,function call,many-to-one,no properties,,https://github.com/rapid-design-of-systems-laboratory/beluga/commit/078e3e56fe5b86d9c188aaf249a72296bd6fa753,dill__cloudpickle__rapid-design-of-systems-laboratory/beluga__078e3e56,dill__cloudpickle__rapid-design-of-systems-laboratory/beluga__078e3e56__beluga/beluga.py,,
M39,rapid-design-of-systems-laboratory/beluga,078e3e56fe5b86d9c188aaf249a72296bd6fa753,dill,cloudpickle,beluga/visualization/datasources.py,2:2,,import dill,import cloudpickle as pickle,import,import,one-to-one,no properties,,https://github.com/rapid-design-of-systems-laboratory/beluga/commit/078e3e56fe5b86d9c188aaf249a72296bd6fa753,dill__cloudpickle__rapid-design-of-systems-laboratory/beluga__078e3e56,dill__cloudpickle__rapid-design-of-systems-laboratory/beluga__078e3e56__beluga/visualization/datasources.py,"2,54","2,54"
M40,rapid-design-of-systems-laboratory/beluga,078e3e56fe5b86d9c188aaf249a72296bd6fa753,dill,cloudpickle,beluga/visualization/datasources.py,54:54,,load,load,function call,function call,one-to-one,no properties,,https://github.com/rapid-design-of-systems-laboratory/beluga/commit/078e3e56fe5b86d9c188aaf249a72296bd6fa753,dill__cloudpickle__rapid-design-of-systems-laboratory/beluga__078e3e56,dill__cloudpickle__rapid-design-of-systems-laboratory/beluga__078e3e56__beluga/visualization/datasources.py,,
M41,romanz/trezor-agent,e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519,pynacl,libagent/formats.py,8:8,,import ed25519,import nacl.signing,import,import,one-to-one,no properties,,https://github.com/romanz/trezor-agent/commit/e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b__libagent/formats.py,"8,91-92,104,164-165","8,91,106,166"
M42,romanz/trezor-agent,e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519,pynacl,libagent/formats.py,91:91-92,,VerifyingKey,VerifyKey,function call,function call,one-to-one,argument transformation; argument addition; element name change,,https://github.com/romanz/trezor-agent/commit/e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b__libagent/formats.py,,
M43,romanz/trezor-agent,e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519,pynacl,libagent/formats.py,92:93,,verify,verify,function call,function call,one-to-one,argument order change,new property,https://github.com/romanz/trezor-agent/commit/e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b__libagent/formats.py,,
M44,romanz/trezor-agent,e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519,pynacl,libagent/formats.py,104:106,,VerifyingKey,VerifyKey,function call,function call,one-to-one,argument addition; element name change,,https://github.com/romanz/trezor-agent/commit/e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b__libagent/formats.py,,
M45,romanz/trezor-agent,e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519,pynacl,libagent/formats.py,164:166,,VerifyingKey,VerifyKey,type,type,one-to-one,element name change,,https://github.com/romanz/trezor-agent/commit/e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b__libagent/formats.py,,
M46,romanz/trezor-agent,e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519,pynacl,libagent/formats.py,165:167,,to_bytes,encode,function call,function call,one-to-one,element name change; argument addition,,https://github.com/romanz/trezor-agent/commit/e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b__libagent/formats.py,,
M47,romanz/trezor-agent,e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519,pynacl,libagent/gpg/decode.py,10:10,,import ed25519,import nacl.signing,import,import,one-to-one,no properties,,https://github.com/romanz/trezor-agent/commit/e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b__libagent/gpg/decode.py,"10,70","10,70"
M48,romanz/trezor-agent,e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519,pynacl,libagent/gpg/decode.py,70:70,,VerifyingKey,VerifyKey,function call,function call,one-to-one,element name change; argument addition,,https://github.com/romanz/trezor-agent/commit/e1bbdb4bccb9c81a34123cc89fbb6ef2750ab33b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b,ed25519__pynacl__romanz/trezor-agent__e1bbdb4b__libagent/gpg/decode.py,,
M49,ethereum/py-evm,5c273fff1ed8f4815b7232a442061673c00f1c60,leveldb,plyvel,evm/db/backends/level.py,13:13,,import leveldb,import plyvel,import,import,one-to-one,no properties,,https://github.com/ethereum/py-evm/commit/5c273fff1ed8f4815b7232a442061673c00f1c60,leveldb__plyvel__ethereum/py-evm__5c273fff,leveldb__plyvel__ethereum/py-evm__5c273fff__evm/db/backends/level.py,"13,18,22,25,29,32","13,18,21,27,30,33"
M50,ethereum/py-evm,5c273fff1ed8f4815b7232a442061673c00f1c60,leveldb,plyvel,evm/db/backends/level.py,18:18,,LevelDB,DB,function call,function call,one-to-one,element name change,,https://github.com/ethereum/py-evm/commit/5c273fff1ed8f4815b7232a442061673c00f1c60,leveldb__plyvel__ethereum/py-evm__5c273fff,leveldb__plyvel__ethereum/py-evm__5c273fff__evm/db/backends/level.py,,
M51,ethereum/py-evm,5c273fff1ed8f4815b7232a442061673c00f1c60,leveldb,plyvel,evm/db/backends/level.py,25:27,,Put,put,function call,function call,one-to-one,element name change,,https://github.com/ethereum/py-evm/commit/5c273fff1ed8f4815b7232a442061673c00f1c60,leveldb__plyvel__ethereum/py-evm__5c273fff,leveldb__plyvel__ethereum/py-evm__5c273fff__evm/db/backends/level.py,,
M52,ethereum/py-evm,5c273fff1ed8f4815b7232a442061673c00f1c60,leveldb,plyvel,evm/db/backends/level.py,29:30,,Get,get,function call,function call,one-to-one,element name change; argument name change,,https://github.com/ethereum/py-evm/commit/5c273fff1ed8f4815b7232a442061673c00f1c60,leveldb__plyvel__ethereum/py-evm__5c273fff,leveldb__plyvel__ethereum/py-evm__5c273fff__evm/db/backends/level.py,,
M53,ethereum/py-evm,5c273fff1ed8f4815b7232a442061673c00f1c60,leveldb,plyvel,evm/db/backends/level.py,32:33,,Delete,delete,function call,function call,one-to-one,element name change,,https://github.com/ethereum/py-evm/commit/5c273fff1ed8f4815b7232a442061673c00f1c60,leveldb__plyvel__ethereum/py-evm__5c273fff,leveldb__plyvel__ethereum/py-evm__5c273fff__evm/db/backends/level.py,,
M54,obsidianforensics/hindsight,973b3d3278609c144f11542bd24164243ee165af,leveldb,plyvel,pyhindsight/browsers/chrome.py,1656:1656,,import leveldb,import plyvel,import,import,one-to-one,no properties,,https://github.com/obsidianforensics/hindsight/commit/973b3d3278609c144f11542bd24164243ee165af,leveldb__plyvel__obsidianforensics/hindsight__973b3d32,leveldb__plyvel__obsidianforensics/hindsight__973b3d32__pyhindsight/browsers/chrome.py,1656,"1,656"
M55,obsidianforensics/hindsight,973b3d3278609c144f11542bd24164243ee165af,leveldb,plyvel,pyhindsight/utils.py,104:104,,import leveldb,import plyvel,import,import,one-to-one,no properties,,https://github.com/obsidianforensics/hindsight/commit/973b3d3278609c144f11542bd24164243ee165af,leveldb__plyvel__obsidianforensics/hindsight__973b3d32,leveldb__plyvel__obsidianforensics/hindsight__973b3d32__pyhindsight/utils.py,"104,115,121","104,115,121"
M56,obsidianforensics/hindsight,973b3d3278609c144f11542bd24164243ee165af,leveldb,plyvel,pyhindsight/utils.py,115:115,,LevelDB,DB,function call,function call,one-to-one,element name change,,https://github.com/obsidianforensics/hindsight/commit/973b3d3278609c144f11542bd24164243ee165af,leveldb__plyvel__obsidianforensics/hindsight__973b3d32,leveldb__plyvel__obsidianforensics/hindsight__973b3d32__pyhindsight/utils.py,,
M57,obsidianforensics/hindsight,973b3d3278609c144f11542bd24164243ee165af,leveldb,plyvel,pyhindsight/utils.py,121:121,,RangeIter,iterator,function call,function call,one-to-one,element name change,,https://github.com/obsidianforensics/hindsight/commit/973b3d3278609c144f11542bd24164243ee165af,leveldb__plyvel__obsidianforensics/hindsight__973b3d32,leveldb__plyvel__obsidianforensics/hindsight__973b3d32__pyhindsight/utils.py,,
M58,prtg/pythonminiprobe,2b6a1aeb2a9ee1a722262d34752bbbff44f21951,logger,logging,sensors/cpuload.py,27:23,,from logger import Logger,import logging,import,import,one-to-one,no properties,,https://github.com/prtg/pythonminiprobe/commit/2b6a1aeb2a9ee1a722262d34752bbbff44f21951,logger__logging__prtg/pythonminiprobe__2b6a1aeb,logger__logging__prtg/pythonminiprobe__2b6a1aeb__sensors/cpuload.py,"27,60,65,82","23,57,61"
M59,prtg/pythonminiprobe,2b6a1aeb2a9ee1a722262d34752bbbff44f21951,logger,logging,sensors/cpuload.py,60:,,Logger,,function call,no program element,one-to-zero,no properties,,https://github.com/prtg/pythonminiprobe/commit/2b6a1aeb2a9ee1a722262d34752bbbff44f21951,logger__logging__prtg/pythonminiprobe__2b6a1aeb,logger__logging__prtg/pythonminiprobe__2b6a1aeb__sensors/cpuload.py,,
M60,prtg/pythonminiprobe,2b6a1aeb2a9ee1a722262d34752bbbff44f21951,logger,logging,sensors/cpuload.py,65-66:61-62,,log_custom,error,function call,function call,one-to-one,element name change,,https://github.com/prtg/pythonminiprobe/commit/2b6a1aeb2a9ee1a722262d34752bbbff44f21951,logger__logging__prtg/pythonminiprobe__2b6a1aeb,logger__logging__prtg/pythonminiprobe__2b6a1aeb__sensors/cpuload.py,,
M61,prtg/pythonminiprobe,2b6a1aeb2a9ee1a722262d34752bbbff44f21951,logger,logging,sensors/diskspace.py,28:24,,from logger import Logger,import logging,import,import,one-to-one,no properties,,https://github.com/prtg/pythonminiprobe/commit/2b6a1aeb2a9ee1a722262d34752bbbff44f21951,logger__logging__prtg/pythonminiprobe__2b6a1aeb,logger__logging__prtg/pythonminiprobe__2b6a1aeb__sensors/diskspace.py,"28,61,66,83","24,60,62"
M62,prtg/pythonminiprobe,2b6a1aeb2a9ee1a722262d34752bbbff44f21951,logger,logging,sensors/diskspace.py,61:,,Logger,,function call,no program element,one-to-zero,no properties,,https://github.com/prtg/pythonminiprobe/commit/2b6a1aeb2a9ee1a722262d34752bbbff44f21951,logger__logging__prtg/pythonminiprobe__2b6a1aeb,logger__logging__prtg/pythonminiprobe__2b6a1aeb__sensors/diskspace.py,,
