id,repo,commit,source,target,file path,lines,flag,source APIs,target APIs,source program elements,target program elements,cardinality,properties,comments,commit URL,migration id,file id,candidate source lines,candidate target lines
A11,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/connector.py,1073:1072,,attr.evolve,dataclasses.replace,function call,function call,one-to-one,no properties,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/connector.py,,
A12,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/helpers.py,45:7,,attr,dataclasses,import,import,one-to-one,full statement replacement,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/helpers.py,,"7,235,272"
A13,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/helpers.py,235:235,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/helpers.py,,
A14,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/helpers.py,272:272,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/helpers.py,,
A15,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,4:1,,attr,dataclasses,import,import,one-to-one,full statement replacement,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,"1,220,229,238,247,257,267,277,282,287,292,297,302,309,316,323,330"
A16,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,220:220,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A17,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,229:229,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A18,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,238:238,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A19,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,247:247,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A20,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,257:257,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A21,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,267:267,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A22,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,277:277,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A23,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,282:282,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A24,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,287:287,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A25,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,292:292,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A26,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,297:297,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A27,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,302:302,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A28,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,309:309,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A29,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,316:316,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A30,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,323:323,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A31,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/tracing.py,330:330,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/tracing.py,,
A32,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/web_request.py,27:2,,attr,dataclasses,import,import,one-to-one,full statement replacement,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/web_request.py,,"2,69"
A33,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/web_request.py,69:69,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/web_request.py,,
A34,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/web_routedef.py,18:2,,attr,dataclasses,import,import,one-to-one,full statement replacement,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/web_routedef.py,,"2,59,84"
A35,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/web_routedef.py,60:59,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/web_routedef.py,,
A36,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/web_routedef.py,85:84,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/web_routedef.py,,
A37,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/web_ws.py,9:4,,attr,dataclasses,import,import,one-to-one,full statement replacement,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/web_ws.py,,"4,44"
A38,keepsafe/aiohttp,e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs,dataclasses,aiohttp/web_ws.py,44:44,,attr.s,dataclasses.dataclass,decorator,decorator,one-to-one,argument deletion,,https://github.com/keepsafe/aiohttp/commit/e51fb1ff1ebdde566b96af0090c5c63cf1a62b1b,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff,attrs__dataclasses__keepsafe/aiohttp__e51fb1ff__aiohttp/web_ws.py,,
A39,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,5:5,,eventlet,gevent,import,import,one-to-one,full statement replacement,,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__test/helpers.py,"5,11,19","5,11,19"
A40,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,13:13,,Timeout,Timeout,function call,function call,one-to-one,no properties,Correct line is 11:11,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__test/helpers.py,,
A41,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,18:18,,sleep,sleep,function call,function call,one-to-one,no properties,Correct line is 19:19,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__test/helpers.py,,
A42,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,22:22,no code changes,,,,,,,"Incorrect file path. Correct is testing/helpers.py, which exists below.",https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__test/helpers.py,,
A43,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,27:27,no code changes,,,,,,,"Incorrect file path. Correct is testing/helpers.py, which exists below.",https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__test/helpers.py,,
A44,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,31:31,no code changes,,,,,,,"Incorrect file path. Correct is testing/helpers.py, which exists below.",https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__test/helpers.py,,
A45,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,33:33,no code changes,,,,,,,"Incorrect file path. Correct is testing/helpers.py, which exists below.",https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__test/helpers.py,,
A46,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,40:40,no code changes,,,,,,,"Incorrect file path. Correct is testing/helpers.py, which exists below.",https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__test/helpers.py,,
A47,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,42:42,no code changes,,,,,,,"Incorrect file path. Correct is testing/helpers.py, which exists below.",https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__test/helpers.py,,
A48,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,wampy/__init__.py,8:8,,eventlet,gevent.monkey,import,import,one-to-one,full statement replacement,,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__wampy/__init__.py,"8,25","8,25"
A49,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,wampy/__init__.py,25:25,,monkey_patch,patch_all,function call,function call,one-to-one,no properties,,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__wampy/__init__.py,,
A50,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,wampy/session.py,8:8-9,,eventlet,gevent; gevent.queue,import,import,one-to-many,full statement replacement,,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__wampy/session.py,"8,68,118,171,178,182,184,188","8-9,69,118-119,167,175"
A51,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,wampy/session.py,68:69,,Queue,Queue,function call,function call,one-to-one,no properties,,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__wampy/session.py,,
A52,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,wampy/session.py,118:119,,Timeout,Empty,exception,exception,one-to-one,element name change,,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__wampy/session.py,,
A53,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,wampy/session.py,171:167-168,,spawn,spawn,function call,function call,one-to-one,no properties,,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__wampy/session.py,,
A54,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,wampy/session.py,178:175,,spawn,spawn,function call,function call,one-to-one,no properties,,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__wampy/session.py,,
A55,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,wampy/testing/helpers.py,5:5,,eventlet,gevent,import,import,one-to-one,full statement replacement,,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__wampy/testing/helpers.py,"5,13,18,22,27,31,33,40,42","5,13,18,22,27,31,33,40,42"
A56,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,wampy/testing/helpers.py,13:13,,Timeout,Timeout,function call,function call,one-to-one,no properties,,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__wampy/testing/helpers.py,,
A57,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,wampy/testing/helpers.py,18:18,,sleep,sleep,function call,function call,one-to-one,argument addition,,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__wampy/testing/helpers.py,,
A58,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,wampy/testing/helpers.py,22:22,,Timeout,Timeout,function call,function call,one-to-one,no properties,,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__wampy/testing/helpers.py,,
A59,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,wampy/testing/helpers.py,27:27,,sleep,sleep,function call,function call,one-to-one,argument addition,,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__wampy/testing/helpers.py,,
A60,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,wampy/testing/helpers.py,31:31,,Timeout,Timeout,function call,function call,one-to-one,no properties,,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__wampy/testing/helpers.py,,
A61,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,wampy/testing/helpers.py,33:33,,sleep,sleep,function call,function call,one-to-one,argument addition,,https://github.com/noisyboiler/wampy/commit/f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet__gevent__noisyboiler/wampy__f87f7bee,eventlet__gevent__noisyboiler/wampy__f87f7bee__wampy/testing/helpers.py,,
