id,repo,commit,source,target,file path,lines,flag,source APIs,target APIs,source program elements,target program elements,cardinality,properties,comments,commit URL,migration id,file id,candidate source lines,candidate target lines
I11,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,225:225,,"Ext, packb","ExtType, packb","class object, function call","class object, function call",many-to-many,"element name change, argument addition",ADDED,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I12,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,228:228,,unpackb,unpackb,function call,function call,one-to-one,"argument name change, argument addition, argument transformation",,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I13,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,237:237,,unpackb,unpackb,function call,function call,one-to-one,"argument name change, argument addition, argument transformation",,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I14,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,252:252,,unpackb,unpackb,function call,function call,one-to-one,"argument name change, argument addition, argument transformation",,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I15,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,267:267,,unpackb,unpackb,function call,function call,one-to-one,"argument name change, argument addition, argument transformation",,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I16,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,282:282,,unpackb,unpackb,function call,function call,one-to-one,"argument transformation, argument addition",,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I17,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,285:285,,unpackb,unpackb,function call,function call,one-to-one,"argument transformation, argument addition",,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I18,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,288:288,,unpackb,unpackb,function call,function call,one-to-one,"argument transformation, argument addition",,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I19,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,291:291,,unpackb,unpackb,function call,function call,one-to-one,"argument transformation, argument addition",,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I20,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,294:294,,unpackb,unpackb,function call,function call,one-to-one,"argument transformation, argument addition",,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I21,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,297:297,,unpackb,unpackb,function call,function call,one-to-one,"argument name change, argument addition, argument transformation",,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I22,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,300:300,,unpackb,unpackb,function call,function call,one-to-one,"argument name change, argument addition, argument transformation",,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I23,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,303:303,,unpackb,unpackb,function call,function call,one-to-one,"argument name change, argument addition, argument transformation",,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I24,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,350:350,,unpackb,unpackb,function call,function call,one-to-one,"argument name change, argument addition, argument transformation",,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I25,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,385:390,,Ext,ExtType,class object,class object,one-to-one,element name change,,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I26,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,392:404,,packb,packb,function call,function call,one-to-one,"argument name change, argument addition, argument transformation",,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I27,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,395:407,,unpackb,unpackb,function call,function call,one-to-one,"argument name change, argument addition, argument transformation",,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I28,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,375-378:,no code changes,,,,,,,,https://github.com/logicaldash/lise/commit/028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack__msgpack__logicaldash/lise__028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34__LiSE/LiSE/engine.py,,
I29,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/__main__.py,,not MR,,,,,,,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/__main__.py,,"1,8-10,13,15,19"
I30,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/args.py,1:,,argparse,,import,,one-to-zero,,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/args.py,"1,25,34,45,56,71",
I31,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/args.py,25-82:,tangled,,,,,,,A few argparse-related classes removed,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/args.py,"1,25,34,45,56,71",
I32,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,132:135,,argparse,click,import,import,one-to-one,module name change,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/chain.py,"132,299-300,302,304,306-307","135,298-302"
I33,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,299:,,ArgumentParser,,class object,,one-to-zero,,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/chain.py,,
I34,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,:298,,,command,,decorator,zero-to-one,,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/chain.py,,
I35,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,300-301:299,,add_argument,option,function call,decorator,one-to-one,"argument addition, argument deletion",,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/chain.py,,
I36,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,302-303:300,,add_argument,option,function call,decorator,one-to-one,"argument addition, argument deletion",,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/chain.py,,
I37,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,304-305:301,,add_argument,option,function call,decorator,one-to-one,"argument addition, argument deletion",,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/chain.py,,
I38,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,306:302,,add_argument,"argument, Path",function call,"decorator, class object",one-to-many,"argument addition, argument transformation",,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/chain.py,,
I39,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,307:,,parse_args,,function call,,one-to-zero,,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/chain.py,,
I40,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,310:303,not MR,,,,,,,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/chain.py,,
I41,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,5:7,,argparse,click,import,import,one-to-one,module name change,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,"5,199,201-202,204,206,209,211,213,215,218,221-222,224,227,229-233,235-236,238,246,248,250-251,255,257-258,262,275","7,196-205"
I42,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,199:,,ArgumentParser,,class object,,one-to-zero,,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,,
I43,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,:196,,,command,,decorator,zero-to-one,,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,,
I44,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,201:,unsure,add_mutually_exclusive_group,,function call,,one-to-zero,,Related to the lines below? (a group is created and used),https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,,
I45,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,202:,not MR,add_argument,,function call,,one-to-zero,,"Perhaps, changes in semantics",https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,,
I46,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,204-205:197,,add_argument,option,function call,decorator,one-to-one,"argument addition, argument deletion",,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,,
I47,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,206-207:198,,"add_argument, FileType","option, File","function call, class object","decorator, class object",many-to-many,"argument addition, argument deletion",,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,,
I48,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,209-210:200,,add_argument,option,function call,decorator,one-to-one,"argument addition, argument deletion",,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,,
I49,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,211-212:201,,add_argument,option,function call,decorator,one-to-one,"argument addition, argument deletion",,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,,
I50,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,213-214:202,,add_argument,option,function call,decorator,one-to-one,"argument addition, argument deletion",,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,,
I51,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,215-216:203,,add_argument,option,function call,decorator,one-to-one,"argument addition, argument deletion",,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,,
I52,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,218-219:204,,add_argument,option,function call,decorator,one-to-one,"argument addition, argument deletion",,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,,
I53,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,221:,unsure,add_mutually_exclusive_group,,function call,,one-to-zero,,Related to the lines below? (a group is created and used),https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,,
I54,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,222-225:205,,add_argument,"option, Choice",function call,"decorator, class object",many-to-many,"argument addition, argument deletion",,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,,
I55,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,227:,,parse_args,,function call,,one-to-zero,,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,,
I56,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,241:206,not MR,,,,,,,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/plasma/payment.py,,
I57,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,3:4,,argparse,click,import,import,one-to-one,module name change,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/rpc/client.py,"3,222-223,225-226,228-229","4,222-225"
I58,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,222:,,ArgumentParser,,class object,,one-to-zero,,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/rpc/client.py,,
I59,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,:222,,,command,,decorator,zero-to-one,,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/rpc/client.py,,
I60,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,223-224:223,,add_argument,option,function call,decorator,one-to-one,"argument addition, argument deletion",,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/rpc/client.py,,
I61,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,225:,unsure,add_mutually_exclusive_group,,function call,,one-to-zero,,Related to the lines below? (a group is created and used),https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/rpc/client.py,,
I62,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,226-227:224,,add_argument,option,function call,decorator,one-to-one,"argument addition, argument deletion",,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/rpc/client.py,,
I63,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,228:225,,add_argument,argument,function call,decorator,one-to-one,"argument addition, argument deletion",,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/rpc/client.py,,
I64,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,229:,,parse_args,,function call,,one-to-zero,,,https://github.com/clearmatics/ion/commit/03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse__click__clearmatics/ion__03fb3a3a,argparse__click__clearmatics/ion__03fb3a3a__ion/rpc/client.py,,
