round,id 1,id 2,flag,repo,commit,source,target,domain,file path,lines,source APIs,target APIs,source program elements,target program elements,cardinality,properties,migration id,pair id,commit url
4,A130,--,,canonical/cloud-init,0fc887d97626132e9024490b271888bed162c867,urllib3,requests,HTTP Clients,cloudinit/url_helper.py,80:,connection_from_url,,function call,no program element,one-to-zero,,urllib3__requests__canonical/cloud-init__0fc887d,urllib3__requests,https://github.com/canonical/cloud-init/commit/0fc887d
4,A131,--,,canonical/cloud-init,0fc887d97626132e9024490b271888bed162c867,urllib3,requests,HTTP Clients,cloudinit/url_helper.py,90:,request_uri,,attribute access,no program element,one-to-zero,,urllib3__requests__canonical/cloud-init__0fc887d,urllib3__requests,https://github.com/canonical/cloud-init/commit/0fc887d
4,A132,--,,canonical/cloud-init,0fc887d97626132e9024490b271888bed162c867,urllib3,requests,HTTP Clients,cloudinit/url_helper.py,:132,,request,no program element,function call,zero-to-one,,urllib3__requests__canonical/cloud-init__0fc887d,urllib3__requests,https://github.com/canonical/cloud-init/commit/0fc887d
4,A133,--,,canonical/cloud-init,0fc887d97626132e9024490b271888bed162c867,urllib3,requests,HTTP Clients,cloudinit/url_helper.py,:133,,RequestException,no program element,exception,zero-to-one,,urllib3__requests__canonical/cloud-init__0fc887d,urllib3__requests,https://github.com/canonical/cloud-init/commit/0fc887d
4,A134,--,,canonical/cloud-init,0fc887d97626132e9024490b271888bed162c867,urllib3,requests,HTTP Clients,cloudinit/url_helper.py,:138,,raise_for_status,no program element,function call,zero-to-one,,urllib3__requests__canonical/cloud-init__0fc887d,urllib3__requests,https://github.com/canonical/cloud-init/commit/0fc887d
4,A135,--,,canonical/cloud-init,0fc887d97626132e9024490b271888bed162c867,urllib3,requests,HTTP Clients,cloudinit/url_helper.py,179:213,HTTPError,RequestException,exception,exception,one-to-one,element name change,urllib3__requests__canonical/cloud-init__0fc887d,urllib3__requests,https://github.com/canonical/cloud-init/commit/0fc887d
4,A136,--,,finish06/pyunifi,3e534821de914f023995719060a8723f6186bef6,urllib3,requests,HTTP Clients,pyunifi/controller.py,26:4,urllib3,requests,import,import,one-to-one,no properties,urllib3__requests__finish06/pyunifi__3e53482,urllib3__requests,https://github.com/finish06/pyunifi/commit/3e53482
4,A137,--,,finish06/pyunifi,3e534821de914f023995719060a8723f6186bef6,urllib3,requests,HTTP Clients,pyunifi/controller.py,:59,,disable_warnings,no program element,function call,zero-to-one,,urllib3__requests__finish06/pyunifi__3e53482,urllib3__requests,https://github.com/finish06/pyunifi/commit/3e53482
4,A138,--,,finish06/pyunifi,3e534821de914f023995719060a8723f6186bef6,urllib3,requests,HTTP Clients,pyunifi/controller.py,:61,,Session,no program element,function call,zero-to-one,,urllib3__requests__finish06/pyunifi__3e53482,urllib3__requests,https://github.com/finish06/pyunifi/commit/3e53482
4,A139,--,,finish06/pyunifi,3e534821de914f023995719060a8723f6186bef6,urllib3,requests,HTTP Clients,pyunifi/controller.py,:81,,get,no program element,function call,zero-to-one,,urllib3__requests__finish06/pyunifi__3e53482,urllib3__requests,https://github.com/finish06/pyunifi/commit/3e53482
4,A14,--,,lqez/hog,d722ade4be3cf05bf32def1e732a8e8d1b78a29b,argparse,click,Utility,hog/hog.py,153-154:192,add_argument,option,function call,decorator,one-to-one,argument transformation;element name change,argparse__click__lqez/hog__d722ade,argparse__click,https://github.com/lqez/hog/commit/d722ade
4,A140,--,,finish06/pyunifi,3e534821de914f023995719060a8723f6186bef6,urllib3,requests,HTTP Clients,pyunifi/controller.py,:85,,post,no program element,function call,zero-to-one,,urllib3__requests__finish06/pyunifi__3e53482,urllib3__requests,https://github.com/finish06/pyunifi/commit/3e53482
4,A141,--,,finish06/pyunifi,3e534821de914f023995719060a8723f6186bef6,urllib3,requests,HTTP Clients,pyunifi/controller.py,:124,,post,no program element,function call,zero-to-one,,urllib3__requests__finish06/pyunifi__3e53482,urllib3__requests,https://github.com/finish06/pyunifi/commit/3e53482
4,A142,--,,finish06/pyunifi,3e534821de914f023995719060a8723f6186bef6,urllib3,requests,HTTP Clients,pyunifi/controller.py,:279,,post,no program element,function call,zero-to-one,,urllib3__requests__finish06/pyunifi__3e53482,urllib3__requests,https://github.com/finish06/pyunifi/commit/3e53482
4,A143,--,,finish06/pyunifi,3e534821de914f023995719060a8723f6186bef6,urllib3,requests,HTTP Clients,pyunifi/controller.py,:294,,get,no program element,function call,zero-to-one,,urllib3__requests__finish06/pyunifi__3e53482,urllib3__requests,https://github.com/finish06/pyunifi/commit/3e53482
4,A144,--,,mixpanel/mixpanel-python,e8a9330448f8fd4ec2cdb1ab35e0de9a05d9717f,urllib3,requests,HTTP Clients,mixpanel/__init__.py,:24-25,,import requests;from requests.auth import HTTPBasicAuth,no program element,import,zero-to-one,,urllib3__requests__mixpanel/mixpanel-python__e8a9330,urllib3__requests,https://github.com/mixpanel/mixpanel-python/commit/e8a9330
4,A145,--,,mixpanel/mixpanel-python,e8a9330448f8fd4ec2cdb1ab35e0de9a05d9717f,urllib3,requests,HTTP Clients,mixpanel/__init__.py,568:,disable_warnings,,function call,no program element,one-to-zero,,urllib3__requests__mixpanel/mixpanel-python__e8a9330,urllib3__requests,https://github.com/mixpanel/mixpanel-python/commit/e8a9330
4,A146,--,,mixpanel/mixpanel-python,e8a9330448f8fd4ec2cdb1ab35e0de9a05d9717f,urllib3,requests,HTTP Clients,mixpanel/__init__.py,571-574:570-571,PoolManager,HTTPAdapter,function call,function call,one-to-one,element name change;argument deletion,urllib3__requests__mixpanel/mixpanel-python__e8a9330,urllib3__requests,https://github.com/mixpanel/mixpanel-python/commit/e8a9330
4,A147,--,,mixpanel/mixpanel-python,e8a9330448f8fd4ec2cdb1ab35e0de9a05d9717f,urllib3,requests,HTTP Clients,mixpanel/__init__.py,:574,,Session,no program element,function call,zero-to-one,,urllib3__requests__mixpanel/mixpanel-python__e8a9330,urllib3__requests,https://github.com/mixpanel/mixpanel-python/commit/e8a9330
4,A148,--,,mixpanel/mixpanel-python,e8a9330448f8fd4ec2cdb1ab35e0de9a05d9717f,urllib3,requests,HTTP Clients,mixpanel/__init__.py,:575,,mount,no program element,function call,zero-to-one,,urllib3__requests__mixpanel/mixpanel-python__e8a9330,urllib3__requests,https://github.com/mixpanel/mixpanel-python/commit/e8a9330
4,A149,--,,mixpanel/mixpanel-python,e8a9330448f8fd4ec2cdb1ab35e0de9a05d9717f,urllib3,requests,HTTP Clients,mixpanel/__init__.py,614:612,make_headers,HTTPBasicAuth,function call,function call,one-to-one,element name change;argument transformation;argument addition,urllib3__requests__mixpanel/mixpanel-python__e8a9330,urllib3__requests,https://github.com/mixpanel/mixpanel-python/commit/e8a9330
4,A15,--,,lqez/hog,d722ade4be3cf05bf32def1e732a8e8d1b78a29b,argparse,click,Utility,hog/hog.py,155-156:193,add_argument,option,function call,decorator,one-to-one,argument transformation;element name change,argparse__click__lqez/hog__d722ade,argparse__click,https://github.com/lqez/hog/commit/d722ade
4,A150,--,,mixpanel/mixpanel-python,e8a9330448f8fd4ec2cdb1ab35e0de9a05d9717f,urllib3,requests,HTTP Clients,mixpanel/__init__.py,617-622:615-620,request,post,function call,function call,one-to-one,element name change;argument deletion;argument addition,urllib3__requests__mixpanel/mixpanel-python__e8a9330,urllib3__requests,https://github.com/mixpanel/mixpanel-python/commit/e8a9330
4,A151,--,,mixpanel/mixpanel-python,e8a9330448f8fd4ec2cdb1ab35e0de9a05d9717f,urllib3,requests,HTTP Clients,test_mixpanel.py,13:,urllib3,,import,no program element,one-to-zero,,urllib3__requests__mixpanel/mixpanel-python__e8a9330,urllib3__requests,https://github.com/mixpanel/mixpanel-python/commit/e8a9330
4,A16,--,,lqez/hog,d722ade4be3cf05bf32def1e732a8e8d1b78a29b,argparse,click,Utility,hog/hog.py,157-158:194,add_argument,option,function call,decorator,one-to-one,argument transformation;element name change,argparse__click__lqez/hog__d722ade,argparse__click,https://github.com/lqez/hog/commit/d722ade
4,A163,--,,c00w/bithopper,66125263ad3224e85cfe38682fe586f72747492b,eventlet,gevent,Utility,getwork_store.py,6-8:6,"import eventlet;from eventlet.green import threading;from eventlet.green import time, socket",import gevent,import,import,many-to-one,no properties,eventlet__gevent__c00w/bithopper__6612526,eventlet__gevent,https://github.com/c00w/bithopper/commit/6612526
4,A164,--,,c00w/bithopper,66125263ad3224e85cfe38682fe586f72747492b,eventlet,gevent,Utility,getwork_store.py,19:18,spawn_n,spawn,function call,function call,one-to-one,element name change,eventlet__gevent__c00w/bithopper__6612526,eventlet__gevent,https://github.com/c00w/bithopper/commit/6612526
4,A165,--,,c00w/bithopper,66125263ad3224e85cfe38682fe586f72747492b,eventlet,gevent,Utility,getwork_store.py,37:36,sleep,sleep,function call,function call,one-to-one,no properties,eventlet__gevent__c00w/bithopper__6612526,eventlet__gevent,https://github.com/c00w/bithopper/commit/6612526
4,A166,--,,c00w/bithopper,66125263ad3224e85cfe38682fe586f72747492b,eventlet,gevent,Utility,lp_callback.py,8-9:8,"from eventlet import event;from eventlet.green import threading, socket",from gevent import event,import,import,many-to-one,no properties,eventlet__gevent__c00w/bithopper__6612526,eventlet__gevent,https://github.com/c00w/bithopper/commit/6612526
4,A167,--,,c00w/bithopper,66125263ad3224e85cfe38682fe586f72747492b,eventlet,gevent,Utility,speed.py,"6-7:6,59","import eventlet;from eventlet.green import threading, time, socket",import gevent;import gevent.monkey,import,import,many-to-many,no properties,eventlet__gevent__c00w/bithopper__6612526,eventlet__gevent,https://github.com/c00w/bithopper/commit/6612526
4,A168,--,,c00w/bithopper,66125263ad3224e85cfe38682fe586f72747492b,eventlet,gevent,Utility,speed.py,29:29,spawn_n,spawn,function call,function call,one-to-one,element name change,eventlet__gevent__c00w/bithopper__6612526,eventlet__gevent,https://github.com/c00w/bithopper/commit/6612526
4,A169,--,,c00w/bithopper,66125263ad3224e85cfe38682fe586f72747492b,eventlet,gevent,Utility,speed.py,47:47,sleep,sleep,function call,function call,one-to-one,no properties,eventlet__gevent__c00w/bithopper__6612526,eventlet__gevent,https://github.com/c00w/bithopper/commit/6612526
4,A17,--,,lqez/hog,d722ade4be3cf05bf32def1e732a8e8d1b78a29b,argparse,click,Utility,hog/hog.py,159-160:195,add_argument,option,function call,decorator,one-to-one,argument transformation;element name change,argparse__click__lqez/hog__d722ade,argparse__click,https://github.com/lqez/hog/commit/d722ade
4,A170,--,,c00w/bithopper,66125263ad3224e85cfe38682fe586f72747492b,eventlet,gevent,Utility,speed.py,59:60,monkey_patch,patch_all,function call,function call,one-to-one,element name change;argument deletion,eventlet__gevent__c00w/bithopper__6612526,eventlet__gevent,https://github.com/c00w/bithopper/commit/6612526
4,A171,--,,phuks-co/throat,9a2896095779bfc60d544d52c5c28c0187f31949,eventlet,gevent,Utility,throat.py,3:3,import eventlet,from gevent import monkey,import,import,one-to-one,no properties,eventlet__gevent__phuks-co/throat__9a28960,eventlet__gevent,https://github.com/phuks-co/throat/commit/9a28960
4,A172,--,,phuks-co/throat,9a2896095779bfc60d544d52c5c28c0187f31949,eventlet,gevent,Utility,throat.py,4:4,monkey_patch,patch_all,function call,function call,one-to-one,element name change,eventlet__gevent__phuks-co/throat__9a28960,eventlet__gevent,https://github.com/phuks-co/throat/commit/9a28960
4,A173,--,,wal-e/wal-e,be9820b90101b1bf845814c56e55ac7d6e6878f9,gcloud,google,HTTP Clients,tests/gs_integration_help.py,1-2:1-2,from gcloud import exceptions;from gcloud import storage,from google.cloud import exceptions;from google.cloud import storage,import,import,many-to-many,no properties,gcloud__google__wal-e/wal-e__be9820b,gcloud__google,https://github.com/wal-e/wal-e/commit/be9820b
4,A174,--,,wal-e/wal-e,be9820b90101b1bf845814c56e55ac7d6e6878f9,gcloud,google,HTTP Clients,tests/test_gs_deleter.py,7:7,from gcloud import storage,from google.cloud import storage,import,import,one-to-one,no properties,gcloud__google__wal-e/wal-e__be9820b,gcloud__google,https://github.com/wal-e/wal-e/commit/be9820b
4,A175,--,,wal-e/wal-e,be9820b90101b1bf845814c56e55ac7d6e6878f9,gcloud,google,HTTP Clients,wal_e/blobstore/gs/__init__.py,2:2,import gcloud,import google.cloud,import,import,one-to-one,no properties,gcloud__google__wal-e/wal-e__be9820b,gcloud__google,https://github.com/wal-e/wal-e/commit/be9820b
4,A176,--,unsure,wal-e/wal-e,be9820b90101b1bf845814c56e55ac7d6e6878f9,gcloud,google,HTTP Clients,wal_e/blobstore/gs/__init__.py,3:3,gcloud,cloud,,,one-to-one,no properties,gcloud__google__wal-e/wal-e__be9820b,gcloud__google,https://github.com/wal-e/wal-e/commit/be9820b
4,A177,--,,wal-e/wal-e,be9820b90101b1bf845814c56e55ac7d6e6878f9,gcloud,google,HTTP Clients,wal_e/blobstore/gs/calling_format.py,1-3:1-4,from gcloud.storage.connection import Connection;from gcloud.credentials import get_credentials;from gcloud import storage,from google.cloud.storage._http import Connection;from google.cloud.credentials import get_credentials;from google.cloud import storage;from google.auth.credentials import with_scopes_if_required,import,import,many-to-many,no properties,gcloud__google__wal-e/wal-e__be9820b,gcloud__google,https://github.com/wal-e/wal-e/commit/be9820b
4,A178,--,,wal-e/wal-e,be9820b90101b1bf845814c56e55ac7d6e6878f9,gcloud,google,HTTP Clients,wal_e/blobstore/gs/calling_format.py,27:28,_create_scoped_credentials,with_scopes_if_required,function call,function call,one-to-one,element name change,gcloud__google__wal-e/wal-e__be9820b,gcloud__google,https://github.com/wal-e/wal-e/commit/be9820b
4,A179,--,,wal-e/wal-e,be9820b90101b1bf845814c56e55ac7d6e6878f9,gcloud,google,HTTP Clients,wal_e/blobstore/gs/utils.py,12:12,from gcloud import storage,from google.cloud import storage,import,import,one-to-one,no properties,gcloud__google__wal-e/wal-e__be9820b,gcloud__google,https://github.com/wal-e/wal-e/commit/be9820b
4,A18,--,,lqez/hog,d722ade4be3cf05bf32def1e732a8e8d1b78a29b,argparse,click,Utility,hog/hog.py,161-162:196,add_argument,option,function call,decorator,one-to-one,argument transformation;element name change,argparse__click__lqez/hog__d722ade,argparse__click,https://github.com/lqez/hog/commit/d722ade
4,A180,--,,icrar/ngas,fa8b714cfe1a3644f4132b25932b614a2ed625a7,pyfits,astropy,Filesystem&Scientific,src/ngamsPlugIns/ngamsPlugIns/gleam/ngamsGLEAM_Fix_Phase2_JobPI.py,46:46,import pyfits,import astropy.io.fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__icrar/ngas__fa8b714,pyfits__astropy,https://github.com/icrar/ngas/commit/fa8b714
4,A181,--,,icrar/ngas,fa8b714cfe1a3644f4132b25932b614a2ed625a7,pyfits,astropy,Filesystem&Scientific,src/ngamsPlugIns/ngamsPlugIns/mwa/ngamsMWA_MIT_FilterPlugin.py,59:59,import pyfits,import astropy.io.fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__icrar/ngas__fa8b714,pyfits__astropy,https://github.com/icrar/ngas/commit/fa8b714
4,A182,--,,icrar/ngas,fa8b714cfe1a3644f4132b25932b614a2ed625a7,pyfits,astropy,Filesystem&Scientific,src/ngamsPlugIns/ngamsPlugIns/mwa/ngamsMWA_MIT_NoTape_FilterPI.py,40:40,import pyfits,import astropy.io.fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__icrar/ngas__fa8b714,pyfits__astropy,https://github.com/icrar/ngas/commit/fa8b714
4,A183,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,commissioning/basecase.py,4:4,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A184,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,commissioning/doscalars.py,5:5,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A185,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,commissioning/extrap/extrap.py,16:16,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A186,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,pysynphot/catalog.py,24:24,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A187,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,pysynphot/graphtab.py,8:8,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A188,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,pysynphot/locations.py,37:37,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A189,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,pysynphot/observationmode.py,22:22,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A19,--,,lqez/hog,d722ade4be3cf05bf32def1e732a8e8d1b78a29b,argparse,click,Utility,hog/hog.py,163-164:197,add_argument,option,function call,decorator,one-to-one,argument transformation;element name change,argparse__click__lqez/hog__d722ade,argparse__click,https://github.com/lqez/hog/commit/d722ade
4,A190,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,pysynphot/reddening.py,7:7,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A191,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,pysynphot/spectrum.py,15:15,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A192,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,pysynphot/tables.py,8:8,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A193,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,test/cos_etc_tickets.py,6:6,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A194,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,test/test_graph.py,15:15,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A195,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,test/testspec.py,7:7,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A196,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,test/ticket146.py,6:6,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A197,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,test/ticket163.py,5:5,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A198,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,test/ticket85.py,6:6,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A199,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,test/ui_test.py,7:7,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A2,--,,danielyule/hearthbreaker,d018edff306bf88c8be56d2c8252a44b374f9293,cloud-sptheme,sphinx-rtd-theme,Documentation,docs/conf.py,121:121,get_theme_dir,get_html_theme_path,function call,function call,one-to-one,element name change,cloud-sptheme__sphinx-rtd-theme__danielyule/hearthbreaker__d018edf,cloud-sptheme__sphinx-rtd-theme,https://github.com/danielyule/hearthbreaker/commit/d018edf
4,A20,--,,lqez/hog,d722ade4be3cf05bf32def1e732a8e8d1b78a29b,argparse,click,Utility,hog/hog.py,165-167:198,add_argument,option,function call,decorator,one-to-one,argument transformation;element name change,argparse__click__lqez/hog__d722ade,argparse__click,https://github.com/lqez/hog/commit/d722ade
4,A200,--,,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,pyfits,astropy,Filesystem&Scientific,test/ui_tickets.py,6:6,import pyfits,from astropy.io import fits as pyfits,import,import,one-to-one,no properties,pyfits__astropy__spacetelescope/pysynphot__5b80ada,pyfits__astropy,https://github.com/spacetelescope/pysynphot/commit/5b80ada
4,A201,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/events.py,1:1,import attr,from dataclasses import dataclass,import,import,one-to-one,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A202,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/events.py,8:8,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A203,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/events.py,15:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A204,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/events.py,17:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A205,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/events.py,19:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A206,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtcconfiguration.py,1:1,import attr,from dataclasses import dataclass,import,import,one-to-one,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A207,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtcconfiguration.py,4:25,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A208,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtcconfiguration.py,15:5,attr.s,dataclass,decorator,decorator,one-to-one,element name change,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A209,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtcconfiguration.py,23:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A21,--,no code changes,mozilla/bleach,567eebb53e0716f6d267fa8951c548d63bf78a70,html5lib,bleach,HTML,bleach/__init__.py,,,,,,,,html5lib__bleach__mozilla/bleach__567eebb,html5lib__bleach,https://github.com/mozilla/bleach/commit/567eebb
4,A210,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtcconfiguration.py,28:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A211,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtcconfiguration.py,30:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A212,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtcconfiguration.py,32:,ib,,function call,no program element,one-to-zero,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
4,A213,--,,aiortc/aiortc,270edaf4237cba1942fc0b8cc98f3ae4dfc3f0e1,attrs,dataclasses,Utility,src/aiortc/rtcdatachannel.py,4:2,import attr,from dataclasses import dataclass,import,import,one-to-one,no properties,attrs__dataclasses__aiortc/aiortc__270edaf,attrs__dataclasses,https://github.com/aiortc/aiortc/commit/270edaf
